ix,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
30891,2015-439,Umag,Clay,28,A,20150720,11,105379,,,Aljaz Bedene,R,181,GBR,26.0041067762,70,717,106243,,WC,Mate Delic,R,,CRO,21.8042436687,326,140,6-4 6-3,3,R32,,10,2,62,36,26,16,10,6,7,6,3,52,25,19,11,9,0,3
30892,2015-439,Umag,Clay,28,A,20150720,12,104882,,,Blaz Kavcic,R,188,SLO,28.3750855578,132,413,126094,,WC,Andrey Rublev,R,,RUS,17.7467488022,190,247,7-6(0) 2-6 6-3,3,R32,,3,7,114,79,55,11,15,6,10,2,4,93,58,39,16,14,4,7
30893,2015-439,Umag,Clay,28,A,20150720,13,104792,1,,Gael Monfils,R,193,FRA,28.8815879535,17,1930,105542,,Q,Bastian Trinker,U,,AUT,25.1909650924,417,96,6-3 6-0,3,R16,,7,0,37,30,23,6,7,1,1,0,3,54,35,16,7,8,5,10
30894,2015-439,Umag,Clay,28,A,20150720,14,104259,6,,Philipp Kohlschreiber,R,178,GER,31.7590691307,42,1025,103893,,,Paolo Lorenzi,R,183,ITA,33.5934291581,85,586,6-2 7-5,3,R16,,4,0,53,39,26,11,10,3,5,2,4,63,25,17,13,10,6,11
30895,2015-439,Umag,Clay,28,A,20150720,15,106233,4,,Dominic Thiem,R,,AUT,21.8754277892,26,1235,105583,,,Dusan Lajovic,R,180,SRB,25.054072553,119,450,6-1 3-1 RET,3,R16,,3,1,50,29,22,11,6,6,6,0,1,41,27,14,6,5,4,7
30896,2015-439,Umag,Clay,28,A,20150720,16,104890,,,Andreas Haider Maurer,R,190,AUT,28.3285420945,61,785,105373,8,,Martin Klizan,L,190,SVK,26.0232717317,37,1100,6-4 6-4,3,R16,,7,5,65,36,32,11,10,3,5,3,0,72,41,25,14,10,9,13
30897,2015-439,Umag,Clay,28,A,20150720,17,104926,5,,Fabio Fognini,R,178,ITA,28.1560574949,32,1160,106000,,,Damir Dzumhur,R,172,BIH,23.1649555099,100,524,6-3 7-5,3,R16,,1,0,54,34,26,13,11,0,2,2,1,59,44,27,4,10,5,9
30898,2015-439,Umag,Clay,28,A,20150720,18,105311,,,Joao Sousa,R,,POR,26.3052703628,51,881,104312,3,,Andreas Seppi,R,190,ITA,31.40862423,24,1355,6-2 6-2,3,R16,,3,1,49,25,17,13,8,1,3,1,2,50,23,13,8,8,3,9
30899,2015-439,Umag,Clay,28,A,20150720,19,106432,7,,Borna Coric,R,,CRO,18.6776180698,36,1109,105379,,,Aljaz Bedene,R,181,GBR,26.0041067762,70,717,6-4 6-4,3,R16,,2,1,54,36,29,10,10,4,5,4,1,57,29,24,11,10,5,8
30900,2015-439,Umag,Clay,28,A,20150720,20,105138,2,,Roberto Bautista Agut,R,,ESP,27.2635181383,22,1475,104882,,,Blaz Kavcic,R,188,SLO,28.3750855578,132,413,6-1 6-2,3,R16,,8,1,43,26,23,10,8,0,0,0,3,38,24,13,2,7,1,5
30901,2015-439,Umag,Clay,28,A,20150720,21,104792,1,,Gael Monfils,R,193,FRA,28.8815879535,17,1930,104259,6,,Philipp Kohlschreiber,R,178,GER,31.7590691307,42,1025,4-6 7-6(5) 6-4,3,QF,,7,6,89,51,40,23,16,1,4,1,2,99,66,40,21,16,5,8
30902,2015-439,Umag,Clay,28,A,20150720,22,106233,4,,Dominic Thiem,R,,AUT,21.8754277892,26,1235,104890,,,Andreas Haider Maurer,R,190,AUT,28.3285420945,61,785,6-7(5) 6-1 3-0 RET,3,QF,,3,0,64,36,29,19,11,0,1,6,1,71,38,25,11,11,4,9
30903,2015-439,Umag,Clay,28,A,20150720,23,105311,,,Joao Sousa,R,,POR,26.3052703628,51,881,104926,5,,Fabio Fognini,R,178,ITA,28.1560574949,32,1160,6-2 3-6 7-6(6),3,QF,,2,3,90,42,32,29,14,3,5,1,3,89,53,38,20,15,1,4
30904,2015-439,Umag,Clay,28,A,20150720,24,105138,2,,Roberto Bautista Agut,R,,ESP,27.2635181383,22,1475,106432,7,,Borna Coric,R,,CRO,18.6776180698,36,1109,6-3 6-3,3,QF,,1,1,64,44,28,15,9,4,4,0,2,66,33,19,19,9,7,10
30905,2015-439,Umag,Clay,28,A,20150720,25,106233,4,,Dominic Thiem,R,,AUT,21.8754277892,26,1235,104792,1,,Gael Monfils,R,193,FRA,28.8815879535,17,1930,1-6 6-3 6-1,3,SF,,3,2,67,49,32,11,11,4,6,6,4,71,40,27,16,12,8,12
30906,2015-439,Umag,Clay,28,A,20150720,26,105311,,,Joao Sousa,R,,POR,26.3052703628,51,881,105138,2,,Roberto Bautista Agut,R,,ESP,27.2635181383,22,1475,4-6 6-2 6-3,3,SF,,3,4,87,49,36,22,13,6,7,2,6,102,65,43,16,14,15,19
30907,2015-439,Umag,Clay,28,A,20150720,27,106233,4,,Dominic Thiem,R,,AUT,21.8754277892,26,1235,105311,,,Joao Sousa,R,,POR,26.3052703628,51,881,6-4 6-1,3,F,,1,0,36,27,21,8,8,0,1,1,0,51,33,21,3,9,1,6
30908,2015-422,Cincinnati Masters,Hard,56,M,20150816,1,105332,,LL,Benoit Paire,R,196,FRA,26.2751540041,42,1000,104180,,,Gilles Muller,L,193,LUX,32.2737850787,41,1015,7-6(5) 7-6(6),3,R64,,8,2,81,43,33,18,12,1,4,7,6,86,46,33,18,12,4,7
30909,2015-422,Cincinnati Masters,Hard,56,M,20150816,2,104269,,,Fernando Verdasco,L,188,ESP,31.7535934292,43,995,104542,,,Jo Wilfried Tsonga,R,188,FRA,30.3326488706,19,1645,4-6 6-3 6-4,3,R64,,9,6,112,66,47,26,15,8,9,14,7,95,49,39,22,14,5,7
30910,2015-422,Cincinnati Masters,Hard,56,M,20150816,3,105676,13,,David Goffin,R,163,BEL,24.6926762491,14,2090,104229,,Q,Yen Hsun Lu,R,180,TPE,32.0082135524,88,569,5-7 6-3 6-4,3,R64,,5,8,115,61,39,28,16,7,12,8,5,98,53,36,18,15,7,13
30911,2015-422,Cincinnati Masters,Hard,56,M,20150816,4,103333,,,Ivo Karlovic,R,208,CRO,36.4654346338,21,1575,104468,10,,Gilles Simon,R,183,FRA,30.636550308,11,2765,6-4 6-7(3) 6-3,3,R64,,35,6,110,79,64,12,16,10,10,6,6,109,57,38,31,15,5,7
30912,2015-422,Cincinnati Masters,Hard,56,M,20150816,5,105373,,,Martin Klizan,L,190,SVK,26.0999315537,39,1100,106233,,,Dominic Thiem,R,,AUT,21.9520876112,18,1655,7-6(5) 3-6 7-6(4),3,R64,,16,10,131,72,55,25,17,9,12,9,4,93,56,43,24,16,0,1
30913,2015-422,Cincinnati Masters,Hard,56,M,20150816,6,106432,,,Borna Coric,R,,CRO,18.7542778919,38,1101,100644,,Q,Alexander Zverev,R,,GER,18.3244353183,85,607,7-5 3-6 7-6(5),3,R64,,4,3,106,59,45,24,16,6,8,14,5,108,73,58,14,17,3,5
30914,2015-422,Cincinnati Masters,Hard,56,M,20150816,7,106071,,,Bernard Tomic,R,193,AUS,22.8199863107,24,1465,104660,,,Sergiy Stakhovsky,R,193,UKR,29.6098562628,60,814,6-4 6-3,3,R64,,5,2,52,35,29,10,10,1,2,6,2,52,30,20,12,9,2,5
30915,2015-422,Cincinnati Masters,Hard,56,M,20150816,8,111577,,WC,Jared Donaldson,R,,USA,18.8528405202,153,344,103917,,Q,Nicolas Mahut,R,190,FRA,33.568788501,65,752,7-5 6-7(2) 6-2,3,R64,,8,7,109,57,47,24,16,5,7,4,1,99,53,35,24,16,2,7
30916,2015-422,Cincinnati Masters,Hard,56,M,20150816,9,105668,,,Jerzy Janowicz,R,203,POL,24.758384668,52,850,104792,14,,Gael Monfils,R,193,FRA,28.9582477755,16,1930,6-4 7-5,3,R64,,7,6,61,36,33,12,11,1,1,14,5,64,35,28,15,11,4,6
30917,2015-422,Cincinnati Masters,Hard,56,M,20150816,10,105023,,,Sam Querrey,R,198,USA,27.8603696099,34,1165,104545,11,,John Isner,R,206,USA,30.3080082136,12,2270,6-3 7-6(3),3,R64,,12,1,56,31,29,17,10,0,0,12,4,67,47,33,10,11,3,5
30918,2015-422,Cincinnati Masters,Hard,56,M,20150816,11,103990,,,Tommy Robredo,R,180,ESP,33.2950034223,26,1360,104665,,,Pablo Andujar,R,180,ESP,29.5633127995,46,955,3-6 6-3 6-1,3,R64,,5,3,72,40,28,19,12,1,3,1,6,72,55,36,4,13,0,5
30919,2015-422,Cincinnati Masters,Hard,56,M,20150816,12,105064,,,Thomaz Bellucci,L,188,BRA,27.6303901437,33,1170,106210,,,Jiri Vesely,L,,CZE,22.1026694045,45,970,7-6(5) 6-2,3,R64,,7,5,77,44,31,18,10,5,6,9,2,68,47,33,8,10,7,10
30920,2015-422,Cincinnati Masters,Hard,56,M,20150816,13,105311,,,Joao Sousa,R,,POR,26.3819301848,44,986,104259,,,Philipp Kohlschreiber,R,178,GER,31.8357289528,28,1265,6-2 6-7(5) 6-2,3,R64,,3,0,77,48,40,20,14,0,0,8,3,89,49,34,22,14,3,7
30921,2015-422,Cincinnati Masters,Hard,56,M,20150816,14,106423,,Q,Thanasi Kokkinakis,R,,AUS,19.3511293634,79,651,104926,,,Fabio Fognini,R,178,ITA,28.2327173169,31,1200,4-6 6-2 6-3,3,R64,,3,6,81,41,35,20,14,4,5,5,8,82,43,35,16,13,6,9
30922,2015-422,Cincinnati Masters,Hard,56,M,20150816,15,104755,12,,Richard Gasquet,R,185,FRA,29.1635865845,13,2105,106401,,,Nick Kyrgios,R,,AUS,20.3066392882,37,1110,6-2 6-1,3,R64,,4,1,45,20,16,17,8,2,2,4,7,44,22,11,8,7,2,6
30923,2015-422,Cincinnati Masters,Hard,56,M,20150816,16,105777,16,,Grigor Dimitrov,R,188,BUL,24.2546201232,17,1690,104586,,,Lukas Rosol,R,196,CZE,30.0643394935,57,822,6-2 3-6 6-3,3,R64,,11,0,66,31,26,25,13,1,2,5,4,72,40,31,14,13,2,5
30924,2015-422,Cincinnati Masters,Hard,56,M,20150816,17,105577,,Q,Vasek Pospisil,R,193,CAN,25.1498973306,47,950,106045,,Q,Denis Kudla,R,180,USA,22.9979466119,78,655,6-4 6-3,3,R64,,11,1,55,32,25,14,10,1,2,0,1,47,32,20,8,9,1,4
30925,2015-422,Cincinnati Masters,Hard,56,M,20150816,18,103888,,WC,Mardy Fish,R,188,USA,33.6865160849,1034,10,104678,,,Viktor Troicki,R,193,SRB,29.5140314853,20,1594,6-2 6-2,3,R64,,9,0,48,26,19,16,8,3,3,2,2,48,26,21,5,8,4,8
30926,2015-422,Cincinnati Masters,Hard,56,M,20150816,19,104871,,,Jeremy Chardy,R,188,FRA,28.5092402464,27,1275,104330,,WC,Rajeev Ram,R,193,USA,31.4140999316,87,570,6-4 6-2,3,R64,,7,3,49,28,24,14,9,3,3,9,1,64,39,27,10,9,5,8
30927,2015-422,Cincinnati Masters,Hard,56,M,20150816,20,104312,,,Andreas Seppi,R,190,ITA,31.485284052,25,1430,105173,,,Adrian Mannarino,L,183,FRA,27.1321013005,32,1175,6-3 6-3,3,R64,,3,4,66,32,25,16,9,7,8,2,4,63,33,23,9,9,8,12
30928,2015-422,Cincinnati Masters,Hard,56,M,20150816,21,103852,,,Feliciano Lopez,L,188,ESP,33.9055441478,23,1530,105683,9,,Milos Raonic,R,196,CAN,24.6379192334,10,2925,7-6(4) 6-4,3,R64,,12,2,64,35,30,20,11,1,1,15,4,72,39,30,18,11,2,3
30929,2015-422,Cincinnati Masters,Hard,56,M,20150816,22,104731,15,,Kevin Anderson,R,203,RSA,29.2484599589,15,1955,104919,,,Leonardo Mayer,R,188,ARG,28.257357974,35,1150,7-6(5) 3-6 6-1,3,R64,,20,3,91,56,47,18,14,5,6,3,3,93,61,41,20,14,1,3
30930,2015-422,Cincinnati Masters,Hard,56,M,20150816,23,106058,,,Jack Sock,R,185,USA,22.893908282,30,1205,106216,,WC,Bjorn Fratangelo,R,,USA,22.0780287474,106,506,6-1 6-2,3,R64,,1,8,50,26,20,14,8,1,1,1,0,35,22,13,4,7,1,5
30931,2015-422,Cincinnati Masters,Hard,56,M,20150816,24,105138,,,Roberto Bautista Agut,R,,ESP,27.3401779603,22,1555,104655,,,Pablo Cuevas,R,180,URU,29.6235455168,36,1135,6-3 6-4,3,R64,,4,2,57,30,24,18,10,1,1,5,2,56,29,22,13,9,3,5
30932,2015-422,Cincinnati Masters,Hard,56,M,20150816,25,104925,1,,Novak Djokovic,R,188,SRB,28.2381930185,1,14265,105332,,LL,Benoit Paire,R,196,FRA,26.2751540041,42,1000,7-5 6-2,3,R32,,1,1,62,43,27,10,10,3,5,4,3,90,42,26,18,10,10,15
30933,2015-422,Cincinnati Masters,Hard,56,M,20150816,26,105676,13,,David Goffin,R,163,BEL,24.6926762491,14,2090,104269,,,Fernando Verdasco,L,188,ESP,31.7535934292,43,995,6-4 7-6(4),3,R32,,0,1,78,53,42,12,11,6,7,6,6,74,42,27,20,11,2,4
30934,2015-422,Cincinnati Masters,Hard,56,M,20150816,27,103333,,,Ivo Karlovic,R,208,CRO,36.4654346338,21,1575,105373,,,Martin Klizan,L,190,SVK,26.0999315537,39,1100,6-3 7-6(2),3,R32,,14,3,60,40,35,13,11,3,3,5,1,55,27,21,17,10,0,1
30935,2015-422,Cincinnati Masters,Hard,56,M,20150816,28,104527,5,,Stanislas Wawrinka,R,183,SUI,30.3874058864,5,5575,106432,,,Borna Coric,R,,CRO,18.7542778919,38,1101,3-6 7-6(3) 6-3,3,R32,,16,4,95,52,43,24,16,0,2,3,4,96,54,45,20,14,6,7
30936,2015-422,Cincinnati Masters,Hard,56,M,20150816,29,105238,,Q,Alexandr Dolgopolov,R,180,UKR,26.7734428474,66,750,106071,,,Bernard Tomic,R,193,AUS,22.8199863107,24,1465,6-4 6-1,3,R32,,6,1,49,24,21,14,8,3,3,4,7,56,30,20,9,9,1,5
30937,2015-422,Cincinnati Masters,Hard,56,M,20150816,30,105668,,,Jerzy Janowicz,R,203,POL,24.758384668,52,850,111577,,WC,Jared Donaldson,R,,USA,18.8528405202,153,344,6-4 7-6(4),3,R32,,6,2,75,51,39,15,11,5,6,9,5,68,39,33,14,11,0,2
30938,2015-422,Cincinnati Masters,Hard,56,M,20150816,31,103990,,,Tommy Robredo,R,180,ESP,33.2950034223,26,1360,105023,,,Sam Querrey,R,198,USA,27.8603696099,34,1165,6-1 5-7 6-3,3,R32,,4,0,71,40,32,23,14,4,5,6,6,75,40,29,18,14,3,7
30939,2015-422,Cincinnati Masters,Hard,56,M,20150816,32,104607,6,,Tomas Berdych,R,196,CZE,29.9137577002,6,5140,105064,,,Thomaz Bellucci,L,188,BRA,27.6303901437,33,1170,6-2 6-3,3,R32,,4,2,59,32,26,13,9,6,7,5,1,55,33,20,8,8,4,8
30940,2015-422,Cincinnati Masters,Hard,56,M,20150816,33,105227,7,,Marin Cilic,R,198,CRO,26.8829568789,9,3505,105311,,,Joao Sousa,R,,POR,26.3819301848,44,986,6-4 6-2,3,R32,,6,2,53,29,23,13,9,0,1,1,2,51,23,13,14,9,3,7
30941,2015-422,Cincinnati Masters,Hard,56,M,20150816,34,104755,12,,Richard Gasquet,R,185,FRA,29.1635865845,13,2105,106423,,Q,Thanasi Kokkinakis,R,,AUS,19.3511293634,79,651,7-6(5) 6-2,3,R32,,3,2,67,37,30,17,10,1,1,6,1,60,35,25,11,10,0,2
30942,2015-422,Cincinnati Masters,Hard,56,M,20150816,35,105777,16,,Grigor Dimitrov,R,188,BUL,24.2546201232,17,1690,105577,,Q,Vasek Pospisil,R,193,CAN,25.1498973306,47,950,7-6(4) 7-6(5),3,R32,,10,2,81,49,41,18,12,3,4,13,2,95,64,47,15,12,5,6
30943,2015-422,Cincinnati Masters,Hard,56,M,20150816,36,104918,3,,Andy Murray,R,190,GBR,28.257357974,2,8660,103888,,WC,Mardy Fish,R,188,USA,33.6865160849,1034,10,6-4 7-6(1),3,R32,,7,3,64,45,31,8,11,1,5,3,1,77,42,30,9,11,7,12
30944,2015-422,Cincinnati Masters,Hard,56,M,20150816,37,104745,8,,Rafael Nadal,L,185,ESP,29.2046543463,8,3680,104871,,,Jeremy Chardy,R,188,FRA,28.5092402464,27,1275,6-3 6-4,3,R32,,3,4,74,49,37,14,10,9,9,3,3,51,24,17,16,9,2,4
30945,2015-422,Cincinnati Masters,Hard,56,M,20150816,38,103852,,,Feliciano Lopez,L,188,ESP,33.9055441478,23,1530,104312,,,Andreas Seppi,R,190,ITA,31.485284052,25,1430,7-6(6) 6-2,3,R32,,17,4,78,37,31,22,10,6,6,4,2,62,28,19,23,10,2,4
30946,2015-422,Cincinnati Masters,Hard,56,M,20150816,39,104731,15,,Kevin Anderson,R,203,RSA,29.2484599589,15,1955,106058,,,Jack Sock,R,185,USA,22.893908282,30,1205,6-3 7-6(7),3,R32,,17,4,67,37,33,15,11,0,1,4,3,69,38,30,13,10,3,5
30947,2015-422,Cincinnati Masters,Hard,56,M,20150816,40,103819,2,,Roger Federer,R,185,SUI,34.0232717317,3,8065,105138,,,Roberto Bautista Agut,R,,ESP,27.3401779603,22,1555,6-4 6-4,3,R32,,6,2,49,21,20,20,10,0,0,4,0,72,50,30,13,10,8,10
30948,2015-422,Cincinnati Masters,Hard,56,M,20150816,41,104925,1,,Novak Djokovic,R,188,SRB,28.2381930185,1,14265,105676,13,,David Goffin,R,163,BEL,24.6926762491,14,2090,6-4 2-6 6-3,3,R16,,3,7,77,49,32,13,14,1,6,2,3,76,43,28,16,13,2,7
30949,2015-422,Cincinnati Masters,Hard,56,M,20150816,42,104527,5,,Stanislas Wawrinka,R,183,SUI,30.3874058864,5,5575,103333,,,Ivo Karlovic,R,208,CRO,36.4654346338,21,1575,6-7(2) 7-6(5) 7-6(5),3,R16,,8,3,132,78,62,34,18,3,3,35,7,120,80,68,23,18,3,3
30950,2015-422,Cincinnati Masters,Hard,56,M,20150816,43,105238,,Q,Alexandr Dolgopolov,R,180,UKR,26.7734428474,66,750,105668,,,Jerzy Janowicz,R,203,POL,24.758384668,52,850,6-3 3-6 6-4,3,R16,,11,4,87,51,36,19,14,4,7,7,7,85,54,38,12,14,6,10
30951,2015-422,Cincinnati Masters,Hard,56,M,20150816,44,104607,6,,Tomas Berdych,R,196,CZE,29.9137577002,6,5140,103990,,,Tommy Robredo,R,180,ESP,33.2950034223,26,1360,6-0 6-1,3,R16,,6,1,39,21,19,12,7,1,1,0,1,35,17,7,5,6,4,9
30952,2015-422,Cincinnati Masters,Hard,56,M,20150816,45,104755,12,,Richard Gasquet,R,185,FRA,29.1635865845,13,2105,105227,7,,Marin Cilic,R,198,CRO,26.8829568789,9,3505,7-5 6-3,3,R16,,3,2,98,67,47,13,11,6,7,6,1,58,31,23,14,10,6,9
30953,2015-422,Cincinnati Masters,Hard,56,M,20150816,46,104918,3,,Andy Murray,R,190,GBR,28.257357974,2,8660,105777,16,,Grigor Dimitrov,R,188,BUL,24.2546201232,17,1690,4-6 7-6(3) 7-5,3,R16,,3,6,115,66,47,21,17,8,13,7,9,115,59,39,28,17,7,12
30954,2015-422,Cincinnati Masters,Hard,56,M,20150816,47,103852,,,Feliciano Lopez,L,188,ESP,33.9055441478,23,1530,104745,8,,Rafael Nadal,L,185,ESP,29.2046543463,8,3680,5-7 6-4 7-6(3),3,R16,,14,4,99,53,39,28,17,8,11,5,4,96,65,49,17,17,3,6
30955,2015-422,Cincinnati Masters,Hard,56,M,20150816,48,103819,2,,Roger Federer,R,185,SUI,34.0232717317,3,8065,104731,15,,Kevin Anderson,R,203,RSA,29.2484599589,15,1955,6-1 6-1,3,R16,,4,2,36,22,19,9,7,0,0,6,2,52,33,19,6,7,5,10
30956,2015-422,Cincinnati Masters,Hard,56,M,20150816,49,104925,1,,Novak Djokovic,R,188,SRB,28.2381930185,1,14265,104527,5,,Stanislas Wawrinka,R,183,SUI,30.3874058864,5,5575,6-4 6-1,3,QF,,1,2,45,31,23,10,8,0,0,4,1,58,29,19,13,9,0,4
30957,2015-422,Cincinnati Masters,Hard,56,M,20150816,50,105238,,Q,Alexandr Dolgopolov,R,180,UKR,26.7734428474,66,750,104607,6,,Tomas Berdych,R,196,CZE,29.9137577002,6,5140,6-4 6-2,3,QF,,5,0,44,24,22,14,9,0,0,4,4,61,33,19,15,9,2,5
30958,2015-422,Cincinnati Masters,Hard,56,M,20150816,51,104918,3,,Andy Murray,R,190,GBR,28.257357974,2,8660,104755,12,,Richard Gasquet,R,185,FRA,29.1635865845,13,2105,4-6 6-1 6-4,3,QF,,8,2,80,54,39,13,14,3,5,5,3,87,47,32,19,13,8,12
30959,2015-422,Cincinnati Masters,Hard,56,M,20150816,52,103819,2,,Roger Federer,R,185,SUI,34.0232717317,3,8065,103852,,,Feliciano Lopez,L,188,ESP,33.9055441478,23,1530,6-3 6-4,3,QF,,8,0,53,37,31,10,10,3,3,9,2,55,30,22,12,9,2,4
30960,2015-422,Cincinnati Masters,Hard,56,M,20150816,53,104925,1,,Novak Djokovic,R,188,SRB,28.2381930185,1,14265,105238,,Q,Alexandr Dolgopolov,R,180,UKR,26.7734428474,66,750,4-6 7-6(5) 6-2,3,SF,,8,6,103,62,40,24,15,5,8,6,6,88,42,29,23,15,1,5
30961,2015-422,Cincinnati Masters,Hard,56,M,20150816,54,103819,2,,Roger Federer,R,185,SUI,34.0232717317,3,8065,104918,3,,Andy Murray,R,190,GBR,28.257357974,2,8660,6-4 7-6(6),3,SF,,4,2,64,35,27,23,11,0,0,9,0,80,49,36,17,11,3,4
30962,2015-422,Cincinnati Masters,Hard,56,M,20150816,55,103819,2,,Roger Federer,R,185,SUI,34.0232717317,3,8065,104925,1,,Novak Djokovic,R,188,SRB,28.2381930185,1,14265,7-6(1) 6-3,3,F,,7,2,61,35,29,19,11,0,0,5,4,79,47,33,15,10,7,8
30963,2015-5014,Shanghai Masters,Hard,56,M,20151011,1,105373,,,Martin Klizan,L,190,SVK,26.2532511978,44,990,105585,,WC,Ze Zhang,R,,CHN,25.273100616,182,275,7-6(8) 6-2,3,R64,,4,2,63,39,24,13,10,1,5,3,2,84,56,29,11,10,7,13
30964,2015-5014,Shanghai Masters,Hard,56,M,20151011,2,106233,,,Dominic Thiem,R,,AUT,22.1054072553,18,1600,104229,,Q,Yen Hsun Lu,R,180,TPE,32.1615331964,91,584,6-3 6-3,3,R64,,8,1,64,32,25,18,9,3,3,1,5,66,38,27,10,9,3,6
30965,2015-5014,Shanghai Masters,Hard,56,M,20151011,3,103852,15,,Feliciano Lopez,L,188,ESP,34.0588637919,17,1725,105723,,Q,Andrey Kuznetsov,R,185,RUS,24.6351813826,88,589,6-4 7-6(3),3,R64,,9,4,70,42,34,12,11,0,1,3,4,96,62,39,17,11,11,13
30966,2015-5014,Shanghai Masters,Hard,56,M,20151011,4,104755,11,,Richard Gasquet,R,185,FRA,29.3169062286,11,2400,104180,,,Gilles Muller,L,193,LUX,32.4271047228,36,1140,7-6(4) 6-2,3,R64,,6,0,57,38,33,11,10,0,0,18,6,73,41,35,9,10,1,3
30967,2015-5014,Shanghai Masters,Hard,56,M,20151011,5,105577,,,Vasek Pospisil,R,193,CAN,25.3032169747,43,995,104620,,Q,Simone Bolelli,R,183,ITA,30.0095824778,58,790,6-3 6-4,3,R64,,10,2,60,39,32,11,10,3,3,0,1,61,38,26,11,9,3,5
30968,2015-5014,Shanghai Masters,Hard,56,M,20151011,6,106071,,,Bernard Tomic,R,193,AUS,22.9733059548,20,1585,104269,,,Fernando Verdasco,L,188,ESP,31.9069130732,42,1040,6-3 7-6(3),3,R64,,5,1,61,47,38,11,11,0,0,11,2,63,38,31,13,10,3,4
30969,2015-5014,Shanghai Masters,Hard,56,M,20151011,7,105449,,,Steve Johnson,R,188,USA,25.7987679671,47,915,104312,,,Andreas Seppi,R,190,ITA,31.6386036961,27,1440,4-6 6-1 7-6(2),3,R64,,14,1,105,60,48,18,15,10,14,5,2,95,50,32,21,14,4,9
30970,2015-5014,Shanghai Masters,Hard,56,M,20151011,8,105676,,,David Goffin,R,163,BEL,24.8459958932,16,1970,104424,,Q,Go Soeda,R,178,JPN,31.099247091,119,464,6-4 6-2,3,R64,,5,3,53,30,27,12,9,2,2,3,3,63,35,24,11,9,7,10
30971,2015-5014,Shanghai Masters,Hard,56,M,20151011,9,104545,13,,John Isner,R,206,USA,30.4613278576,13,2280,105173,,,Adrian Mannarino,L,183,FRA,27.2854209446,41,1050,6-1 6-2,3,R64,,20,2,42,36,30,3,8,1,1,6,3,44,22,12,9,7,4,8
30972,2015-5014,Shanghai Masters,Hard,56,M,20151011,10,104468,10,,Gilles Simon,R,183,FRA,30.7898699521,14,2020,105932,,Q,Nikoloz Basilashvili,R,,RUS,23.6331279945,93,581,6-3 4-6 6-0,3,R64,,1,4,80,46,31,19,13,2,5,2,3,67,39,22,13,12,2,8
30973,2015-5014,Shanghai Masters,Hard,56,M,20151011,11,104919,,,Leonardo Mayer,R,188,ARG,28.4106776181,38,1090,105339,,WC,Yan Bai,U,,CHN,26.392881588,241,202,6-0 6-1,3,R64,,3,0,28,16,14,10,6,0,0,0,2,46,22,10,7,7,6,12
30974,2015-5014,Shanghai Masters,Hard,56,M,20151011,12,106058,,,Jack Sock,R,185,USA,23.0472279261,33,1210,103997,,Q,Lukasz Kubot,R,190,POL,33.4072553046,614,48,6-4 6-2,3,R64,,10,3,57,35,29,11,9,1,1,4,3,66,43,25,12,9,5,8
30975,2015-5014,Shanghai Masters,Hard,56,M,20151011,13,103333,,,Ivo Karlovic,R,208,CRO,36.6187542779,21,1575,104871,,,Jeremy Chardy,R,188,FRA,28.6625598905,29,1400,6-4 7-6(6),3,R64,,18,2,71,47,39,12,11,4,4,7,3,61,40,34,12,11,0,1
30976,2015-5014,Shanghai Masters,Hard,56,M,20151011,14,105138,,,Roberto Bautista Agut,R,,ESP,27.4934976044,23,1510,104198,,,Guillermo Garcia Lopez,R,188,ESP,32.3559206023,28,1420,6-2 6-3,3,R64,,4,1,54,33,27,12,9,2,2,3,6,52,27,16,13,8,4,7
30977,2015-5014,Shanghai Masters,Hard,56,M,20151011,15,105683,9,,Milos Raonic,R,196,CAN,24.7912388775,9,2770,105064,,,Thomaz Bellucci,L,188,BRA,27.7837097878,34,1205,7-6(5) 7-6(2),3,R64,,7,2,69,40,38,14,12,0,1,5,0,68,43,36,15,12,2,3
30978,2015-5014,Shanghai Masters,Hard,56,M,20151011,16,105227,14,,Marin Cilic,R,198,CRO,27.0362765229,12,2350,105842,,WC,Di Wu,R,,CHN,24.076659822,227,217,4-6 6-3 7-6(4),3,R64,,15,2,98,65,48,16,16,4,7,1,1,119,68,41,31,15,11,14
30979,2015-5014,Shanghai Masters,Hard,56,M,20151011,17,106432,,,Borna Coric,R,,CRO,18.9075975359,40,1051,105238,,,Alexandr Dolgopolov,R,180,UKR,26.9267624914,37,1135,6-3 1-6 7-6(5),3,R64,,5,3,88,55,36,23,14,4,7,7,3,97,57,40,23,14,4,6
30980,2015-5014,Shanghai Masters,Hard,56,M,20151011,18,104678,,,Viktor Troicki,R,193,SRB,29.6673511294,24,1499,104655,,,Pablo Cuevas,R,180,URU,29.7768651608,35,1180,2-6 6-4 6-4,3,R64,,6,4,93,55,38,17,14,3,6,8,3,100,57,41,20,14,7,10
